date,b/m,ntis,de,dp,dy,ep,svar,infl,ltr,tbl,lty,tms,corpr,dfr,dfy,ret_1m,ret_12m,ret_1m_fwd,vol_12m
1936-04-30,1.4426376815900124,0.3701685484131703,-1.5579608998986507,-9.741611792837835,-13.557822616699996,-13.319234516064629,0.5054884096385212,0.0,0.24878027257842025,0.12005084204220698,9.39558346199014,1.703014409786877,0.18356034087051112,0.052985555634586914,1.346325026898422,-1.8842230742508772,3.0111864107043473,1.2658745585756666,0.041625029347319674
1936-05-31,1.3821689849692587,0.3593285557920143,-1.573440081195904,-9.789485755650977,-13.603184409355725,-13.419406727937547,0.2559647022712157,0.0,0.2855981611855077,0.12012229728564223,9.27632858445982,1.700208019222876,0.2836491740290855,0.0,1.3932072013815642,1.2578145937141136,3.080082222220572,0.7687162651141913,0.041891758860220174
1936-06-30,1.342922007186896,0.4028863717037311,-1.5879398094964166,-9.797426476584441,-13.821498318247555,-13.456278891446145,0.13840887072465233,0.9451445233198791,0.15059450534383834,0.12020071954908712,9.19718959348,1.7041287119642357,0.5839954240347118,-0.36222249996246564,1.3901042279915057,0.7891443680448863,2.912993472468857,1.6546124788847283,0.04080733223741526
1936-07-31,1.2890188212099765,0.42243898457044077,-1.5450491735566296,-9.890371775124573,-14.090835947915844,-13.716269876440894,0.13876075831992696,0.9363760308233475,0.4321304776783727,0.09019225654473133,9.04750882366857,1.7281100356700336,0.07864791115241714,0.2920465872665711,1.3530961731211133,1.7081880746230522,2.9059072134133475,0.3709566578494295,0.03952745142827562
1936-08-31,1.2823295945289246,0.38328978779932715,-1.5050629026348323,-9.82387857089896,-14.087877925820694,-13.708497551661784,0.23242745732446468,0.9279439268497851,0.8020318024121378,0.12034810688949843,8.707215963147526,1.6514981699960736,0.48112447221865345,0.26323949378213224,1.2901226456583867,0.36781213697815723,2.789252650931614,0.07308975280261978,0.039865381810414685
1936-09-30,1.274923628807051,0.4184951731591838,-1.4676787630621606,-9.74517194801577,-14.098682770347452,-13.668481620445009,0.10527630381512171,0.0,-0.22470256920724438,0.09633846814750525,8.756858021320904,1.7096731133042304,0.4832026511838397,-0.5882552255045537,1.2178148925882468,0.0715479948960272,2.5733192503323337,1.8227504974847557,0.04072442429923434
1936-10-31,1.2114771543494556,0.42790692279878184,-1.3678833627061022,-9.801021684675009,-14.224858353643592,-13.932799856052062,0.19838139806157123,0.0,0.04366646475343811,0.07831669206849849,8.716641129607757,1.7406424586175682,0.18103154876948965,-0.11453999194509097,1.1531424476212906,1.824280360241518,2.5730225896825782,0.3218186007276527,0.040690272322715916
1936-11-30,1.1746938934993973,0.44982471787424555,-1.276590505277454,-9.671961563036414,-14.20163347253041,-13.875275097197113,0.2531991916335188,0.0,1.4892089315289063,0.0663005383583979,8.212779498042291,1.6769871371557563,0.7921980908612353,0.5800417365935447,1.1646844172088326,0.3221731047376535,2.343251007522453,-0.07199511561348493,0.04064549867620631
1936-12-31,1.199908248557064,0.4985869992523186,-1.192577348428065,-9.529107493811011,-14.178326723065293,-13.775607613704288,0.13436963211531253,0.0,0.27721507735031387,0.07237073017879803,8.034814602217098,1.6610027619614578,0.07294872627123715,0.16984192709172422,1.219200926799329,-0.07071484929018391,2.013249346023319,0.9195617059680576,0.04138137047217642
1937-01-31,1.1717397703337458,0.49599361075104137,-1.2484537917092917,-9.627544472346042,-14.479045089570018,-13.871885050693969,0.14137305295774533,0.9346079961725996,-0.09517241579111663,0.1026143751905907,8.035086869441878,1.6518759391266504,0.17576700340596135,-0.22536036397435705,1.1883111202464995,0.9588274868243142,1.9057556676422962,0.46678935888707646,0.039686725870493475
1937-02-28,1.1596675671042154,0.5018480327398588,-1.3021915705057021,-9.658352856485651,-14.55373845509529,-13.861768024689576,0.11775887127442977,0.0,0.631933433110372,0.09061653519621796,7.774030147932972,1.6359597701706659,-0.33748977981688955,0.8046125102566124,1.1225527147312662,0.46665483471005753,1.8806707947147843,-0.20182319026200224,0.03969816649799628
1937-03-31,1.2102681349793256,0.669712394642372,-1.353868112477323,-9.619980782078994,-14.67108891200725,-13.736494681219268,0.2815343087905559,0.9302283427106146,-2.9039875195816656,0.22997434492797927,8.753610760109838,1.702135364318334,-0.8345027611167581,-1.796276143217977,1.168400303359365,-0.1975582508303713,1.5981965926316564,-2.097850345375046,0.04055518094790721
1937-04-30,1.298790485333824,0.5638701998009689,-1.283875052369528,-9.275439676353601,-14.122169158006729,-13.253636647509223,0.49603829390875537,0.922469179263072,0.2766877656762141,0.3397312791812962,8.71761845767813,1.5761107028691983,0.49979134464034347,-0.17610795905150445,1.2233839195335579,-2.0246388828666713,1.4967535834398635,-0.0874726677114338,0.04202166671710479
1937-05-31,1.299695867998507,0.5693874402327594,-1.2178317917181924,-9.165829629642477,-14.195980717103375,-13.139099540912795,0.3270853093603729,0.9149738590666192,0.3775184635982363,0.249210426983956,8.647064335860016,1.6705156239678236,0.2951727319222506,0.07925406849968848,1.3049955890866005,-0.08976849193338418,1.138645913158404,-1.2798125064175385,0.04094696491229507
1937-06-30,1.3455600018482776,0.6319399160238033,-1.1553174718291253,-8.920405274467655,-14.202336125678586,-12.774301060457406,0.27247807212330816,0.0,-0.12864914808965444,0.21920299875922597,8.737497069958668,1.7301985179126342,0.3926773647179625,-0.43440620292556037,1.4310050558927252,-1.1762622439000723,0.4982994010031371,2.2192868326074633,0.04455166189883019
1937-07-31,1.2417723495749347,0.55222935456937,-1.3065957008808993,-9.3433752743185,-14.724988423912144,-13.217239169862053,0.27311995885644547,0.9112024459079185,0.9882115061374847,0.17074203213384298,8.472663582070464,1.7344346142317926,0.29008846513301945,0.6069079083180118,1.4447431276623266,2.0119025597545255,0.6359024164494641,-1.0167429930446734,0.049143988680504014
1937-08-31,1.2919601547205992,0.6324578972957509,-1.4598202808297558,-9.293900667125644,-14.971379041112284,-12.863427698528183,0.19658445508106578,0.0,-0.7446661296527989,0.17711034251270874,8.749909768872763,1.7940289942042338,-0.12680674197424655,-0.5350678522762043,1.467326548725823,-0.96216033230709,0.24250554057983023,-2.9275669185699664,0.05193189166441486
